番號,上班地點,上班時間,下班時間,下班地點,工時,備註
C15534,SHS,"04:55 ","11:25 ",HUH,6:00,LG2N(N) T19
C15535,SHT,"04:05 ","10:35 ",HUH,6:00,SHTP1 Run6 / LOW OFF
C15536,LOW,"15:12 ","21:42 ",HUH,6:00,LG2N Run22 (2) / LG2S STOP
C15537,HUH,"16:56 ","01:26 ",HUH,8:00,LMCP2 STOP
C15538,HUH,"16:22 ","22:52 ",HUH,6:00,EMU
C15539,SHS,"04:55 ","11:25 ",HUH,6:00,LG1N Run18 / LG1N STOP
C15540,HTD,"05:22 ","13:52 ",HUH,8:00,Run26
C15541,HUH,"17:04 ","01:49 ",HUH,8:15,FOTP4  STOP
C15542,LOW,"15:44 ","00:29 ",HUH,8:15,LG1N Run2 (2) / TAPP1 STOP
C15543,HUH,"13:00 ","21:00 ",HUH,7:30,SB
C15544,SHS,"04:55 ","12:55 ",HUH,7:30,SHSP2 Run14
C15545,SHT,"04:05 ","10:35 ",HUH,6:00,TAPP1 Run13 / LG1S STOP
C15546,HTD,"15:51 ","22:21 ",HUH,6:00,Run14 (2)
C15547,HTD,"16:11 ","23:41 ",HUH,7:00,T28 (2) / RACP1 STOP
C15548,LOW,"15:55 ","23:40 ",HUH,7:15,LG1S Run23 (2) / LMC OFF
C15549,SHS,"04:55 ","11:25 ",HUH,6:00,LMCP1 Run22
C15550,SHS,"04:55 ","12:40 ",HUH,7:15,LG2S Run17
C15551,HUH,"18:38 ","01:38 ",HUH,6:30,LOWP1  STOP
C15552,HTD,"16:30 ","00:45 ",HTD,7:45,HB
C15553,HUH,"13:39 ","21:54 ",HUH,7:45,EMU + PM BY
C15554,HUH,"08:20 ","14:50 ",HUH,6:00,EMU
C15555,HUH,"07:51 ","16:06 ",HUH,7:45,EMU / LWM BY
C15556,HTD,"06:13 ","14:43 ",HTD,8:00,Run30 / HTD BY
