番號,上班地點,上班時間,下班時間,下班地點,工時,備註
X15304,HUH,22:10 ,06:10 ,HUH,07:30,ET6
X15305,HUH,22:10 ,06:10 ,HUH,07:30,ET5
X15306,HUH,10:15 ,17:15 ,HUH,06:30,P708/P713
X15307,,,,,,Cover
X15308,HUH,13:30 ,22:15 ,HUH,08:15,P714/P717/P720
X15309,LOW,14:30 ,22:30 ,LOW,07:30,RS
X15310,HUH,13:30 ,21:45 ,HUH,07:45,P711/P718/P721
X15311,HUH,08:00 ,15:00 ,HUH,06:30,P703/P704/P707
X15312,,,,,,Cover
X15313,HUH,22:10 ,06:10 ,HUH,07:30,ET8
X15314,HUH,22:10 ,06:10 ,HUH,07:30,ET3
X15315,HUH,22:10 ,06:10 ,HUH,07:30,ET1
X15316,LOW,07:15 ,15:15 ,LOW,07:30,RS
X15317,HUH,22:10 ,06:10 ,HUH,07:30,ET11
X15318,HUH,22:10 ,06:10 ,HUH,07:30,ET10
X15319,HUH,22:10 ,06:10 ,HUH,07:30,ET2
X15320,LOW,14:30 ,22:30 ,LOW,07:30,RS
X15321,HUH,22:10 ,06:10 ,HUH,07:30,ET9
X15322,HUH,22:10 ,06:10 ,HUH,07:30,ET7
X15323,HUH,22:10 ,06:10 ,HUH,07:30,ET4
X15501,SHS,04:55 ,12:55 ,HUH,07:30,LW STEP2
X15502,SHS,04:55 ,12:25 ,HUH,07:00,LWP3 Run23 PU
X15503,SHT,04:05 ,10:35 ,HUH,06:00,FTP4 Run11 PU/SG3N PD
X15504,HUH,15:41 ,00:11 ,HUH,08:00,LG2N PD
X15505,HUH,12:41 ,19:56 ,HUH,06:45,SG3S PD
X15506,,,,,,Cover
X15507,SHS,04:55 ,13:10 ,HUH,07:45,SG3N Run17 PU
X15508,SHT,04:05 ,11:20 ,HUH,06:45,FTP1 Run10 PU/LG1S PD
X15509,LOW,15:47 ,00:02 ,HUH,07:45,SG3N Run4 PU
X15510,HUH,17:09 ,01:39 ,HUH,08:00,SSP2 PD
X15511,LOW,16:43 ,23:43 ,HUH,06:30,SG3S Run5 PU/LG1S PD
X15512,SHS,06:00 ,13:15 ,HUH,06:45,SG2S Run15 PU
X15513,HUH,08:18 ,15:48 ,HUH,07:00,EMU
X15514,SHT,04:05 ,10:35 ,HUH,06:00,LW Step1
X15515,HUH,13:52 ,20:37 ,HUH,06:15,SG3N PD
X15516,HUH,12:51 ,21:06 ,HUH,07:45,RCP1 PD
X15517,SHS,04:55 ,11:55 ,HUH,06:30,LG1N Run20 PU
X15518,SHT,04:05 ,12:05 ,HUH,07:30,SB/E
X15519,SHS,04:55 ,12:25 ,HUH,07:00,LMCP2 Run25 PU
X15520,LOW,16:49 ,01:19 ,HUH,08:00,LG1S Run9/LMCP1 PD
X15521,HUH,14:26 ,21:41 ,HUH,06:45,LG1N PD
X15522,HUH,14:10 ,21:40 ,HUH,07:00,SG2S PD
X15523,,,,,,Cover
X15524,SHS,04:55 ,12:10 ,HUH,06:45,LWP1 Run22 PU
X15525,SHT,04:05 ,10:35 ,HUH,06:00,STP3 Run7 PU/SG3S PD
X15526,HUH,17:25 ,01:40 ,HUH,07:45,LWP3 PD
X15527,HUH,16:00 ,00:30 ,HUH,08:00,SB/L
X15528,HUH,07:36 ,15:06 ,HUH,07:00,EMU
X15529,SHT,04:05 ,10:35 ,HUH,06:00,ST4S Run8 PU/LG1N PD
X15530,HUH,17:59 ,01:44 ,HTD,07:15,EMU
X15531,LOW,16:57 ,00:42 ,HTD,07:15,LG1N Run16
X15532,HTD,16:48 ,01:03 ,HUH,07:45,RCP1 Run22 PU/LW Step1 End
X15533,SHS,06:00 ,13:45 ,HUH,07:15,SG3S Run16 PU
X15534,SHS,04:55 ,11:55 ,HUH,06:30,LG1S Run18 PU
X15535,SHT,04:05 ,10:35 ,HUH,06:00,STP1 Run6 PU
X15536,HTD,16:57 ,01:27 ,HUH,08:00,HTD06/LG2S PD
X15537,HUH,16:38 ,01:23 ,HUH,08:15,LMCP2 PD
X15538,,,,,,Cover
X15539,SHS,04:55 ,12:55 ,HUH,07:30,LG2N Run21 PU
X15540,HTD,05:23 ,12:38 ,HUH,06:45,HTD28
X15541,HUH,19:06 ,01:36 ,HUH,06:00,FTP4 PD
X15542,HUH,17:00 ,00:15 ,HUH,06:45,EMU/HTD TPP1 PD
X15543,HUH,13:00 ,21:00 ,HUH,07:30,SB/M
X15544,SHS,04:55 ,11:40 ,HUH,06:15,SSP2 Run14 PU
X15545,SHT,04:05 ,10:35 ,HUH,06:00,TPP1 Run13 PU
X15546,HUH,13:30 ,21:15 ,HUH,07:15,EMU
X15547,HUH,13:00 ,21:30 ,HUH,08:00,EMU
X15548,HUH,13:40 ,21:40 ,HTD,07:30,HTD PD
X15549,SHS,04:55 ,12:10 ,HUH,06:45,LMCP1 Run24 PU
X15550,SHS,04:55 ,12:40 ,HUH,07:15,LG2S Run19 PU
X15551,HUH,18:09 ,01:39 ,HUH,07:00,LWP1 PD
X15552,HTD,16:30 ,00:45 ,HTD,07:45,HB/L
X15553,,,,,,Cover
X15554,HUH,08:40 ,17:10 ,HUH,08:00,EMU
X15555,HUH,08:09 ,16:54 ,HUH,08:15,EMU
X15556,HTD,06:06 ,14:51 ,HUH,08:15,HTD30
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
