番號,上班地點,上班時間,下班時間,下班地點,工時,備註
R15158,HUH,15:45 ,22:15 ,HTD,6:00,EMU
R15159,HTD,12:00 ,19:30 ,HUH,7:00,HTD BY / T19(2)
R15301,HUH,08:00 ,14:30 ,HUH,6:00,P702/P705/P712
R15302,LOW,07:15 ,15:15 ,LOW,7:30,RS
R15303,HUH,22:10 ,06:10 ,HUH,7:30,ET12
R15304,HUH,22:10 ,06:10 ,HUH,7:30,ET6
R15305,HUH,22:10 ,06:10 ,HUH,7:30,ET5
R15306,HUH,10:15 ,17:15 ,HUH,6:30,P708/P713
R15307,HUH,13:32 ,22:02 ,HUH,8:00,EMU
R15308,HUH,13:30 ,22:15 ,HUH,8:15,P714/P717/P720
R15309,LOW,14:30 ,22:30 ,LOW,7:30,RS/MTT
R15310,HUH,13:30 ,21:45 ,HUH,7:45,P711/P718/P721
R15311,HUH,08:00 ,15:00 ,HUH,6:30,P703/P704/P707
R15312,HUH,07:48 ,16:33 ,HUH,8:15,EMU
R15313,HUH,22:10 ,06:10 ,HUH,7:30,ET8
R15314,HUH,22:10 ,06:10 ,HUH,7:30,ET3
R15315,HUH,22:10 ,06:10 ,HUH,7:30,ET1
R15316,LOW,07:15 ,15:15 ,LOW,7:30,RS
R15317,HUH,22:10 ,06:10 ,HUH,7:30,ET11
R15318,HUH,22:10 ,06:10 ,HUH,7:30,ET10
R15319,HUH,22:10 ,06:10 ,HUH,7:30,ET2
R15320,LOW,14:30 ,22:30 ,HUH,7:30,RS/MTT
R15321,HUH,22:10 ,06:10 ,HUH,7:30,ET9
R15322,HUH,22:10 ,06:10 ,HUH,7:30,ET7
R15323,HUH,22:10 ,06:10 ,HUH,7:30,ET4
R15501,SHS,04:55 ,11:25 ,HUH,6:00,LG2N(S)/LOW Step1
R15502,SHS,04:55 ,11:25 ,HUH,6:00,LOWP3 Run21
R15503,SHT,04:05 ,10:35 ,HTD,6:00,FOTP4 Run11
R15504,HUH,13:53 ,22:08 ,HUH,7:45,SG2S STOP
R15505,HUH,14:21 ,21:06 ,HUH,6:15,EMU
R15506,HUH,10:58 ,19:28 ,HUH,8:00,EMU
R15507,SHS,06:00 ,14:30 ,HUH,8:00,LG1S Run16 / HUH BY
R15508,SHT,04:05 ,11:35 ,HUH,7:00,SHTP4 Run9
R15509,HUH,16:17 ,00:17 ,HUH,7:30,LG2N STOP
R15510,HUH,18:03 ,01:48 ,HUH,7:15,SHSP2 STOP
R15511,HUH,14:35 ,21:05 ,HUH,6:00,LG1S STOP
R15512,SHS,04:55 ,12:55 ,HUH,7:30,SG2S Run15
R15513,SHS,04:55 ,12:40 ,HUH,7:15,LMC Step1
R15514,SHT,04:05 ,10:35 ,HTD,6:00,LOW Step2
R15515,HUH,13:11 ,21:11 ,HUH,7:30,LG1N STOP
R15516,HUH,11:40 ,19:55 ,HUH,7:45,LOW OFF
R15517,HUH,07:09 ,14:24 ,HUH,6:45,EMU
R15518,SHT,04:05 ,12:05 ,HUH,7:30,SB
R15519,SHS,04:55 ,13:25 ,HUH,8:00,LMCP2 Run23
R15520,HUH,17:53 ,01:23 ,HUH,7:00,LMCP1 STOP
R15521,HUH,15:24 ,21:54 ,HUH,6:00,EMU
R15522,HUH,13:25 ,21:25 ,HTD,7:30,EMU
R15523,HUH,07:26 ,14:11 ,HUH,6:15,EMU
R15524,SHS,04:55 ,12:55 ,HUH,7:30,LOWP1 Run20
R15525,SHT,04:05 ,10:35 ,HTD,6:00,FOTP1 Run10
R15526,HUH,18:00 ,01:45 ,HUH,7:15,LOWP3 STOP
R15527,HUH,16:00 ,00:30 ,HUH,8:00,SB
R15528,HTD,06:05 ,12:35 ,HUH,6:00,Run28
R15529,SHT,04:05 ,10:35 ,HUH,6:00,RACP1 Run12
R15530,HUH,17:21 ,01:36 ,HTD,7:45,EMU
R15531,LOW,15:32 ,00:17 ,HUH,8:15,LG2S Run16 (2)
R15532,HTD,16:03 ,00:48 ,HUH,8:15,Run1a / SHS OFF
R15533,HUH,07:36 ,14:06 ,HUH,6:00,EMU
R15534,SHS,04:55 ,11:25 ,HUH,6:00,LG2N(N) T19
R15535,SHT,04:05 ,10:35 ,HUH,6:00,SHTP1 Run6 / LOW OFF
R15536,LOW,15:12 ,21:42 ,HUH,6:00,LG2N Run22 (2) / LG2S STOP
R15537,HUH,16:56 ,01:26 ,HUH,8:00,LMCP2 STOP
R15538,HUH,16:22 ,22:52 ,HUH,6:00,EMU
R15539,SHS,04:55 ,11:25 ,HUH,6:00,LG1N Run18 / LG1N STOP
R15540,HTD,05:22 ,13:52 ,HUH,8:00,Run26
R15541,HUH,17:04 ,01:49 ,HUH,8:15,FOTP4  STOP
R15542,LOW,15:44 ,00:29 ,HUH,8:15,LG1N Run2 (2) / TAPP1 STOP
R15543,HUH,13:00 ,21:00 ,HUH,7:30,SB
R15544,SHS,04:55 ,12:55 ,HUH,7:30,SHSP2 Run14
R15545,SHT,04:05 ,10:35 ,HUH,6:00,TAPP1 Run13 / LG1S STOP
R15546,HTD,15:51 ,22:21 ,HUH,6:00,Run14 (2)
R15547,HTD,16:11 ,23:41 ,HUH,7:00,Run28 (2) / RACP1 STOP
R15548,LOW,15:55 ,23:40 ,HUH,7:15,LG1S Run23 (2) / LMC OFF
R15549,SHS,04:55 ,11:25 ,HUH,6:00,LMCP1 Run22
R15550,SHS,04:55 ,12:40 ,HUH,7:15,LG2S Run17
R15551,HUH,18:38 ,01:38 ,HUH,6:30,LOWP1  STOP
R15552,HTD,16:30 ,00:45 ,HTD,7:45,HB
R15553,HUH,13:39 ,21:54 ,HUH,7:45,EMU + PM BY
R15554,HUH,08:20 ,14:50 ,HUH,6:00,EMU
R15555,HUH,07:51 ,16:06 ,HUH,7:45,EMU / LWM BY
R15556,HTD,06:13 ,14:43 ,HTD,8:00,Run30 / HTD BY
